urn:cts:greekLit:tlg0012.tlg001.msA:18.255#255#254#256#/tei:TEI/tei:text/tei:body/tei:div[@n = '18']#<l xmlns="http://www.tei-c.org/ns/1.0" n="255">ἄστυδε νῦν ϊέναι, μὴ μίμνειν ἠῶ δῖαν</l>#/tei:TEI/tei:text/tei:body/tei:div[@n = '?']/tei:l[@n = '?']
urn:cts:greekLit:tlg0012.tlg001.msA:18.256#256#255#257#/tei:TEI/tei:text/tei:body/tei:div[@n = '18']#<l xmlns="http://www.tei-c.org/ns/1.0" n="256">ἐν πεδίῳ, παρα νηυσὶν. ἑκὰς δ' ἀπὸ τείχεός εἰμεν·</l>#/tei:TEI/tei:text/tei:body/tei:div[@n = '?']/tei:l[@n = '?']
urn:cts:greekLit:tlg0012.tlg001.msA:18.257#257#256#258#/tei:TEI/tei:text/tei:body/tei:div[@n = '18']#<l xmlns="http://www.tei-c.org/ns/1.0" n="257">ὄφρα μὲν οὗτος ἀνὴρ <persName n="urn:cite:hmt:pers.pers22">Ἀγαμέμνονι</persName> μήνιε δίῳ·</l>#/tei:TEI/tei:text/tei:body/tei:div[@n = '?']/tei:l[@n = '?']
